communication_diff,emotional_openness_diff,social_nature_diff,independence_diff,family_orientation_diff,financial_attitude_diff,career_orientation_diff,adventure_diff,conflict_handling_diff,lifestyle_preference_diff,comm_x_conflict_diff,finance_x_career_diff,family_x_lifestyle_diff,mean_abs_diff,max_abs_diff,euclidean_distance,compatibility_score
9.76,24.16,16.55,2.75,31.2,19.73,44.82,25.23,21.62,9.71,2.11,8.84,3.03,20.55,44.82,74.37,79.08
17.14,3.69,8.39,19.52,62.68,32.46,27.01,27.42,9.12,19.18,1.56,8.77,12.02,22.66,62.68,87.61,76.22
17.13,48.87,16.98,24.43,17.98,23.49,6.35,16.54,9.0,25.92,1.54,1.49,4.66,20.67,48.87,74.22,79.02
15.73,11.61,12.72,37.15,19.58,10.84,25.64,7.53,4.47,8.65,0.7,2.78,1.69,15.39,37.15,56.86,87.09
7.51,12.26,10.0,34.01,19.87,8.75,7.66,17.71,2.68,0.0,0.2,0.67,0.0,12.05,34.01,48.11,88.05
0.35,7.34,2.7,6.63,9.37,2.8,4.73,10.12,17.29,19.94,0.06,0.13,1.87,8.13,19.94,31.98,91.9
14.52,2.78,43.87,8.89,0.26,13.35,24.34,26.7,8.93,39.58,1.3,3.25,0.1,18.32,43.87,73.15,80.19
8.61,19.18,9.94,9.19,27.64,16.66,3.79,5.65,38.92,9.05,3.35,0.63,2.5,14.86,38.92,57.53,75.81
28.18,12.08,11.06,14.26,8.48,12.73,45.41,42.96,34.4,37.51,9.69,5.78,3.18,24.71,45.41,89.43,76.47
17.94,33.57,49.49,0.99,25.57,22.02,15.68,63.54,10.06,31.69,1.8,3.45,8.1,27.06,63.54,102.11,75.59
20.28,14.12,22.08,3.29,0.28,2.6,23.0,11.28,16.17,11.62,3.28,0.6,0.03,12.47,23.0,46.57,87.48
27.06,7.24,1.34,36.16,17.76,17.58,17.76,35.02,0.31,2.92,0.08,3.12,0.52,16.31,36.16,65.34,84.59
18.02,25.54,4.07,0.98,30.95,27.68,25.57,29.42,12.17,2.64,2.19,7.08,0.82,17.7,30.95,66.28,80.1
18.7,4.67,8.52,7.25,0.17,18.87,34.53,13.87,5.22,25.66,0.98,6.52,0.04,13.75,34.53,54.06,86.74
14.2,26.35,1.97,17.04,9.06,1.88,10.66,15.34,4.57,14.73,0.65,0.2,1.33,11.58,26.35,43.16,89.67
1.24,34.15,14.98,22.14,9.93,12.53,4.99,11.1,22.26,7.88,0.28,0.63,0.78,14.12,34.15,53.32,85.19
32.54,16.52,27.78,17.31,5.74,16.88,2.98,15.66,20.94,31.14,6.81,0.5,1.79,18.75,32.54,66.21,78.11
5.58,4.77,10.52,7.41,20.59,37.81,17.88,1.2,14.79,29.99,0.83,6.76,6.17,15.05,37.81,59.26,80.55
5.54,7.94,20.79,34.27,13.56,23.58,41.22,37.39,12.03,33.22,0.67,9.72,4.5,22.95,41.22,82.37,82.93
1.05,19.22,5.19,8.15,3.54,37.15,10.76,2.38,17.35,21.85,0.18,4.0,0.77,12.66,37.15,52.5,82.97
17.33,10.28,22.82,20.98,28.92,13.31,9.14,6.47,3.82,0.33,0.66,1.22,0.1,13.34,28.92,50.2,86.35
7.79,5.31,10.17,7.25,20.38,17.84,26.57,14.38,18.39,41.99,1.43,4.74,8.56,17.01,41.99,63.18,84.01
39.22,3.1,12.61,16.17,16.79,37.06,19.43,56.48,11.84,3.24,4.64,7.2,0.54,21.59,56.48,85.68,75.9
3.72,17.41,1.72,5.79,13.99,3.99,15.0,3.87,3.6,3.98,0.13,0.6,0.56,7.31,17.41,28.88,91.75
3.11,0.12,30.3,10.2,29.41,3.81,48.79,16.13,4.82,15.42,0.15,1.86,4.54,16.21,48.79,69.38,88.39
17.12,24.29,7.2,24.72,20.91,27.91,19.38,32.22,0.88,4.98,0.15,5.41,1.04,17.96,32.22,64.81,88.6
27.41,32.92,37.49,26.35,14.32,28.3,12.48,26.46,7.07,25.18,1.94,3.53,3.61,23.8,37.49,80.5,80.74
25.23,5.62,8.36,2.53,12.71,13.27,4.84,17.35,3.41,0.88,0.86,0.64,0.11,9.42,25.23,37.67,86.8
28.6,21.75,13.09,17.48,12.61,0.31,19.77,15.83,16.84,6.94,4.82,0.06,0.88,15.32,28.6,53.86,79.88
4.51,0.74,5.1,34.26,46.14,11.8,1.24,11.92,10.6,3.19,0.48,0.15,1.47,12.95,46.14,61.28,88.06
10.06,7.92,15.45,29.87,22.49,18.96,10.07,12.53,9.58,10.26,0.96,1.91,2.31,14.72,29.87,51.15,85.76
15.96,49.39,0.29,23.86,23.57,13.21,1.46,27.76,5.21,20.93,0.83,0.19,4.93,18.16,49.39,72.33,81.46
12.91,12.59,3.55,6.64,2.75,34.01,0.93,0.51,8.83,13.95,1.14,0.32,0.38,9.67,34.01,42.65,85.78
12.07,0.0,7.54,6.43,11.29,5.57,9.61,6.89,13.96,37.71,1.68,0.54,4.26,11.11,37.71,46.46,90.56
20.5,12.63,25.85,9.3,18.2,20.01,15.9,30.7,2.41,2.82,0.49,3.18,0.51,15.83,30.7,57.24,86.44
4.56,4.79,9.21,1.44,7.67,14.05,10.88,8.74,9.06,10.35,0.41,1.53,0.79,8.07,14.05,27.76,94.68
2.75,9.12,50.58,21.63,1.13,14.12,26.35,4.08,15.18,15.58,0.42,3.72,0.18,16.05,50.58,67.1,89.84
12.75,3.3,10.18,27.79,23.46,35.29,2.36,21.86,9.45,44.85,1.2,0.83,10.52,19.13,44.85,73.68,79.96
8.96,9.52,27.89,8.56,3.7,16.23,0.0,9.06,12.34,15.8,1.11,0.0,0.58,11.21,27.89,42.23,89.33
7.85,24.78,17.72,12.27,23.9,6.07,26.59,9.92,13.39,29.38,1.05,1.61,7.02,17.19,29.38,59.97,85.34
20.08,2.69,19.79,6.91,32.43,9.72,9.53,2.42,20.47,19.9,4.11,0.93,6.45,14.39,32.43,53.92,81.57
27.56,35.78,20.75,8.61,36.57,13.35,9.79,17.27,20.73,23.38,5.71,1.31,8.55,21.38,36.57,73.69,74.47
20.85,24.18,14.2,2.26,11.19,8.01,13.51,38.19,10.11,22.95,2.11,1.08,2.57,16.54,38.19,60.7,82.92
9.43,20.93,48.64,29.68,56.51,28.93,14.76,48.22,26.6,8.09,2.51,4.27,4.57,29.18,56.51,105.46,72.64
9.46,11.8,11.39,27.64,29.55,19.04,19.39,53.6,27.39,4.8,2.59,3.69,1.42,21.41,53.6,79.88,80.54
9.37,2.82,20.76,3.24,26.59,14.43,0.74,6.88,5.05,5.42,0.47,0.11,1.44,9.53,26.59,39.44,88.22
31.95,20.22,2.55,3.1,48.19,29.66,28.69,2.26,11.2,2.99,3.58,8.51,1.44,18.08,48.19,74.9,80.16
33.33,36.68,2.48,9.59,24.46,12.62,7.82,4.0,2.3,3.1,0.77,0.99,0.76,13.64,36.68,58.34,82.51
0.87,10.15,14.88,4.57,26.87,16.06,15.33,50.97,5.22,29.66,0.05,2.46,7.97,17.46,50.97,71.17,82.64
0.26,22.73,31.88,1.46,42.95,48.06,15.18,15.68,9.33,7.46,0.02,7.3,3.2,19.5,48.06,79.43,81.26
30.09,14.94,46.97,16.84,52.58,51.33,2.04,17.25,3.29,49.05,0.99,1.05,25.79,28.44,52.58,108.33,71.35
7.44,10.43,24.56,3.96,4.35,9.42,24.22,6.42,15.0,4.67,1.12,2.28,0.2,11.05,24.56,42.01,87.24
25.12,8.29,16.23,1.47,40.08,20.61,11.77,6.88,5.73,9.29,1.44,2.43,3.72,14.55,40.08,57.46,80.99
5.42,28.74,33.19,14.97,38.39,33.41,18.03,41.14,26.64,57.48,1.44,6.02,22.07,29.74,57.48,103.94,72.08
20.17,2.18,33.47,21.85,4.11,2.65,17.53,25.22,31.61,3.29,6.38,0.46,0.14,16.21,33.47,63.14,84.55
0.27,31.5,6.6,19.36,10.44,12.97,44.26,1.58,25.69,46.67,0.07,5.74,4.87,19.94,46.67,80.55,77.24
21.74,1.88,22.62,8.29,44.58,42.33,7.26,29.93,14.39,26.19,3.13,3.07,11.68,21.92,44.58,81.71,73.98
21.3,8.63,27.14,4.77,13.8,43.37,15.6,26.08,11.32,48.38,2.41,6.77,6.68,22.04,48.38,82.17,79.23
2.63,35.43,5.74,0.29,18.6,17.52,13.21,38.28,0.22,56.78,0.01,2.31,10.56,18.87,56.78,82.54,84.49
21.75,7.64,37.5,2.17,6.52,23.08,2.95,53.68,9.07,4.23,1.97,0.68,0.28,16.86,53.68,74.22,83.15
22.62,20.12,0.77,20.46,7.24,39.86,31.12,22.05,18.93,6.02,4.28,12.4,0.44,18.92,39.86,69.47,79.68
5.48,25.92,10.17,10.55,12.54,8.5,14.1,21.0,12.24,22.96,0.67,1.2,2.88,14.35,25.92,49.63,83.35
32.02,23.42,10.61,0.67,17.07,10.3,23.33,19.24,5.2,18.24,1.67,2.4,3.11,16.01,32.02,57.95,85.02
45.63,3.56,12.43,3.96,53.94,16.43,16.19,28.69,21.29,11.68,9.71,2.66,6.3,21.38,53.94,84.38,68.73
0.16,8.18,8.27,7.09,22.78,34.52,2.77,45.33,16.3,14.08,0.03,0.96,3.21,15.95,45.33,66.5,82.46
10.85,36.75,3.45,3.61,3.67,4.98,4.44,7.0,26.8,28.94,2.91,0.22,1.06,13.05,36.75,56.18,83.08
6.77,14.04,8.16,10.77,16.05,0.96,9.71,27.9,5.68,13.07,0.38,0.09,2.1,11.31,27.9,41.95,88.94
28.38,21.8,14.41,38.88,3.93,15.49,36.63,44.74,9.85,25.54,2.8,5.67,1.0,23.97,44.74,85.72,78.39
13.88,11.83,6.41,8.95,6.07,1.0,10.01,0.62,23.2,16.17,3.22,0.1,0.98,9.81,23.2,37.31,87.22
2.74,35.84,3.86,25.69,38.64,31.04,22.22,49.24,35.19,3.74,0.96,6.9,1.45,24.82,49.24,92.71,73.95
10.47,15.36,12.96,4.4,4.85,11.08,15.42,0.93,4.27,8.82,0.45,1.71,0.43,8.86,15.42,31.84,88.62
3.25,7.14,21.26,18.48,2.07,24.96,0.5,33.4,7.34,35.3,0.24,0.12,0.73,15.37,35.3,62.44,89.27
22.34,3.12,0.24,21.67,17.47,26.65,26.89,11.08,1.81,3.04,0.4,7.17,0.53,13.43,26.89,53.41,83.47
10.44,1.94,23.26,14.98,6.94,7.09,8.69,16.76,27.9,58.12,2.91,0.62,4.03,17.61,58.12,74.09,79.09
0.61,30.71,9.17,6.82,29.48,24.35,8.15,21.04,35.39,13.58,0.22,1.98,4.0,17.93,35.39,66.95,79.09
10.47,1.14,25.92,31.7,31.7,21.03,20.31,42.02,11.65,56.49,1.22,4.27,17.91,25.24,56.49,93.49,79.87
9.44,20.11,13.17,4.3,41.11,33.99,4.94,26.85,24.09,56.15,2.27,1.68,23.08,23.41,56.15,89.49,71.92
34.23,10.26,24.87,3.53,15.18,19.17,11.18,41.24,6.0,15.06,2.05,2.14,2.29,18.07,41.24,67.78,82.52
11.38,7.4,19.7,8.96,17.41,22.98,13.6,8.67,9.08,12.86,1.03,3.13,2.24,13.2,22.98,44.63,89.46
18.1,29.68,2.74,26.9,10.3,9.59,6.32,36.15,16.6,31.84,3.0,0.61,3.28,18.82,36.15,69.09,82.09
0.0,5.07,37.65,18.51,21.25,4.75,1.69,3.25,29.67,28.72,0.0,0.08,6.1,15.06,37.65,63.08,81.42
28.19,34.53,4.35,9.22,33.55,12.03,6.49,68.05,2.64,29.95,0.74,0.78,10.05,22.9,68.05,94.55,79.1
22.46,22.31,12.59,21.02,21.78,23.28,21.85,25.49,9.01,29.99,2.02,5.09,6.53,20.98,29.99,68.75,78.55
18.18,36.71,37.49,30.79,25.71,7.85,5.84,37.09,6.4,22.86,1.16,0.46,5.88,22.89,37.49,82.02,83.87
19.86,15.01,30.49,4.87,20.35,37.66,2.21,41.12,20.79,49.32,4.13,0.83,10.04,24.17,49.32,89.25,75.22
5.09,10.38,31.67,7.85,6.2,6.51,12.6,14.25,13.95,9.23,0.71,0.82,0.57,11.77,31.67,43.82,87.44
0.3,19.36,43.42,19.0,18.04,39.83,17.61,25.44,5.82,10.98,0.02,7.01,1.98,19.98,43.42,75.13,83.04
4.4,9.0,9.62,26.01,2.97,8.99,5.7,27.39,14.22,2.05,0.63,0.51,0.06,11.04,27.39,44.14,92.87
26.5,50.23,12.69,25.45,14.57,10.61,28.14,9.6,0.2,31.84,0.05,2.99,4.64,20.98,50.23,79.1,78.25
30.16,1.22,11.46,0.68,31.86,10.31,0.47,48.8,1.12,41.47,0.34,0.05,13.21,17.76,48.8,79.16,76.93
0.46,23.0,34.49,10.59,12.78,39.76,24.21,18.93,5.23,13.33,0.02,9.63,1.7,18.28,39.76,68.74,82.77
1.05,6.64,12.83,42.81,21.88,19.79,33.99,24.09,2.72,3.09,0.03,6.73,0.68,16.89,42.81,68.31,89.35
12.52,11.68,29.75,11.99,12.28,2.2,2.6,6.96,1.02,2.25,0.13,0.06,0.28,9.32,29.75,39.23,93.75
21.07,7.52,2.15,24.44,52.31,34.95,24.64,30.96,12.95,44.77,2.73,8.61,23.42,25.58,52.31,93.8,73.24
28.89,25.94,44.52,7.04,34.47,10.79,10.58,33.07,38.86,16.1,11.23,1.14,5.55,25.02,44.52,88.42,75.16
24.31,41.0,11.58,26.78,4.92,3.21,6.5,28.43,29.77,24.71,7.24,0.21,1.22,20.12,41.0,74.2,81.6
5.71,38.64,25.04,13.26,4.93,20.48,13.37,28.69,11.19,12.37,0.64,2.74,0.61,17.37,38.64,63.66,82.01
21.6,33.37,5.01,33.18,24.95,34.19,21.89,27.35,32.58,34.32,7.04,7.48,8.56,26.84,34.32,89.24,72.63
10.63,0.05,21.46,41.66,19.18,7.53,10.69,50.13,35.59,3.24,3.78,0.8,0.62,20.02,50.13,81.47,79.74
15.45,22.91,18.44,15.36,1.81,15.24,3.1,36.32,0.96,9.7,0.15,0.47,0.18,13.93,36.32,54.76,89.22
20.74,16.23,2.21,14.46,14.32,8.09,11.32,19.49,3.25,4.8,0.67,0.92,0.69,11.49,20.74,41.47,85.61
6.11,15.52,8.39,28.97,52.83,45.5,22.64,58.25,28.02,19.36,1.71,10.3,10.23,28.56,58.25,105.42,70.05
12.53,5.36,12.21,27.72,20.67,34.82,14.87,33.88,19.0,14.79,2.38,5.18,3.06,19.58,34.82,68.5,79.4
4.35,28.69,19.92,0.11,6.69,19.06,36.66,30.87,8.59,26.66,0.37,6.99,1.78,18.16,36.66,68.76,84.1
20.28,33.04,29.06,25.9,29.51,14.71,40.02,52.14,1.5,50.91,0.3,5.89,15.02,29.71,52.14,104.97,73.11
15.85,1.47,31.31,3.84,4.21,2.38,39.04,19.84,15.02,16.26,2.38,0.93,0.68,14.92,39.04,60.66,84.61
6.8,20.6,35.87,22.9,26.02,7.82,18.53,49.48,22.68,32.66,1.54,1.45,8.5,24.34,49.48,85.98,82.98
9.57,7.99,16.31,7.2,31.12,28.09,14.32,36.08,12.72,11.36,1.22,4.02,3.54,17.48,36.08,63.47,83.42
22.38,9.92,20.15,21.15,34.01,18.06,7.03,61.27,3.04,18.39,0.68,1.27,6.25,21.54,61.27,84.18,79.41
14.52,34.66,19.43,40.51,35.11,21.55,14.27,52.56,19.29,34.64,2.8,3.08,12.16,28.66,52.56,98.32,74.83
42.39,29.13,33.02,4.53,30.07,5.62,5.92,0.72,5.99,38.63,2.54,0.33,11.62,19.6,42.39,79.1,77.88
12.9,21.85,2.88,48.0,18.53,21.77,32.95,12.46,5.23,24.49,0.67,7.17,4.54,20.11,48.0,75.11,84.53
9.01,3.5,7.33,4.25,11.71,16.02,24.5,41.86,43.17,37.37,3.89,3.92,4.38,19.87,43.17,78.56,78.67
21.2,17.34,23.37,28.45,36.66,37.04,25.39,16.0,9.55,9.46,2.02,9.4,3.47,22.44,37.04,76.83,71.76
0.3,15.42,31.38,15.78,3.37,6.02,16.63,27.57,13.49,19.89,0.04,1.0,0.67,14.98,31.38,55.98,90.65
27.36,20.92,40.5,5.52,27.77,12.95,12.38,21.79,21.06,0.32,5.76,1.6,0.09,19.06,40.5,69.76,78.16
0.28,20.11,15.61,13.0,11.77,7.03,2.86,6.64,11.78,6.42,0.03,0.2,0.76,9.55,20.11,35.18,90.67
28.73,4.47,16.08,10.01,23.79,4.02,11.09,14.03,27.68,7.47,7.95,0.45,1.78,14.74,28.73,54.11,81.33
1.4,9.17,15.95,6.16,0.0,16.61,24.34,2.35,13.4,37.22,0.19,4.04,0.0,12.66,37.22,53.08,87.64
12.95,2.39,27.45,8.19,0.28,7.13,4.75,8.83,0.0,7.07,0.0,0.34,0.02,7.9,27.45,34.57,92.57
1.6,25.58,33.43,24.06,16.92,12.27,20.69,44.0,49.32,17.32,0.79,2.54,2.93,24.52,49.32,88.81,79.28
5.59,3.03,26.41,7.33,5.71,9.28,14.94,22.38,1.56,25.56,0.09,1.39,1.46,12.18,26.41,47.85,92.81
13.37,20.84,13.96,41.06,40.73,20.65,1.26,46.12,0.52,29.18,0.07,0.26,11.89,22.77,46.12,86.94,79.15
5.82,6.56,18.97,24.01,24.15,1.76,6.79,33.42,11.67,59.05,0.68,0.12,14.26,19.22,59.05,79.91,81.77
7.54,2.47,3.24,0.99,18.24,6.39,6.1,13.58,31.36,31.04,2.36,0.39,5.66,12.1,31.36,51.15,83.54
37.47,1.26,13.88,12.28,56.66,8.64,21.4,28.19,11.44,17.39,4.29,1.85,9.85,20.86,56.66,81.98,76.36
41.11,7.28,8.83,11.57,7.94,16.94,14.39,23.94,25.38,30.22,10.43,2.44,2.4,18.76,41.11,68.13,73.77
20.27,25.88,7.94,9.34,26.25,9.46,18.33,12.49,19.85,0.0,4.02,1.73,0.0,14.98,26.25,53.81,79.33
27.12,8.58,5.28,15.46,20.94,1.32,9.15,6.29,14.49,28.54,3.93,0.12,5.98,13.72,28.54,51.61,85.75
6.98,19.7,7.68,20.19,11.45,1.56,19.44,0.83,19.38,16.35,1.35,0.3,1.87,12.36,20.19,45.37,89.56
29.05,43.29,24.62,6.43,11.28,13.17,28.4,15.07,12.56,2.86,3.65,3.74,0.32,18.68,43.29,69.76,78.5
9.3,0.15,35.98,30.25,35.15,9.48,20.81,16.55,0.29,17.41,0.03,1.97,6.12,17.54,35.98,68.06,83.86
21.15,36.21,16.68,0.53,12.85,26.24,28.34,23.75,17.36,9.01,3.67,7.44,1.16,19.21,36.21,68.12,78.51
20.84,2.25,36.34,5.85,33.88,16.63,13.66,17.29,12.27,24.8,2.56,2.27,8.4,18.38,36.34,66.86,81.43
20.48,4.04,3.03,24.16,2.07,8.07,2.98,6.76,20.89,9.87,4.28,0.24,0.2,10.23,24.16,41.06,89.41
10.36,20.94,9.59,34.07,15.09,0.37,2.35,22.36,4.62,13.2,0.48,0.01,1.99,13.29,34.07,52.22,89.58
9.12,7.09,15.46,18.29,16.64,1.36,16.28,3.18,5.99,5.28,0.55,0.22,0.88,9.87,18.29,36.4,89.51
0.01,10.75,17.56,6.23,6.31,18.43,4.05,27.62,2.72,50.58,0.0,0.75,3.19,14.43,50.58,64.71,85.78
7.53,8.39,5.79,7.45,11.86,9.25,18.3,26.4,0.47,6.6,0.04,1.69,0.78,10.2,26.4,38.97,92.59
12.45,15.35,42.11,28.78,12.38,21.98,16.76,9.81,12.89,4.09,1.6,3.68,0.51,17.66,42.11,64.72,82.61
21.86,9.3,5.47,18.88,31.93,5.23,3.67,26.47,19.22,25.06,4.2,0.19,8.0,16.71,31.93,60.9,82.01
12.95,0.73,26.94,7.33,1.33,3.16,8.49,10.03,11.21,38.71,1.45,0.27,0.51,12.09,38.71,52.5,85.38
10.37,9.68,11.13,10.39,0.94,1.76,23.69,21.06,10.8,24.18,1.12,0.42,0.23,12.4,24.18,46.29,88.11
18.1,15.61,12.76,38.07,20.22,17.12,12.91,7.2,31.11,8.7,5.63,2.21,1.76,18.18,38.07,64.4,83.25
11.47,10.66,32.99,4.48,5.56,1.08,18.78,8.22,16.35,12.6,1.88,0.2,0.7,12.22,32.99,47.25,87.17
22.94,3.86,23.25,9.68,6.87,12.93,0.7,73.45,11.97,21.13,2.75,0.09,1.45,18.68,73.45,85.88,82.25
16.74,8.98,8.95,6.15,13.02,14.15,7.16,10.33,27.03,4.04,4.52,1.01,0.53,11.65,27.03,41.87,83.31
20.36,13.58,5.68,13.88,19.4,3.98,8.03,2.39,4.28,18.16,0.87,0.32,3.52,10.97,20.36,40.43,87.77
6.73,13.01,15.37,10.04,14.7,6.94,20.16,14.66,1.06,7.62,0.07,1.4,1.12,11.03,20.16,38.68,89.97
9.0,6.49,23.88,60.44,3.95,13.77,8.67,46.32,24.11,25.03,2.17,1.19,0.99,22.17,60.44,89.34,78.46
5.89,16.54,19.41,2.02,4.54,6.91,18.48,19.28,0.51,30.79,0.03,1.28,1.4,12.44,30.79,49.18,89.91
2.45,51.84,20.33,41.16,26.6,2.81,16.06,23.99,22.11,23.26,0.54,0.45,6.19,23.06,51.84,85.9,80.63
22.78,1.47,3.81,17.24,47.47,2.9,21.85,5.12,1.22,9.26,0.28,0.63,4.4,13.31,47.47,60.7,82.26
4.99,15.83,25.58,15.05,24.0,14.77,6.95,24.68,42.03,12.0,2.1,1.03,2.88,18.59,42.03,67.22,80.38
16.74,5.92,16.08,39.68,43.2,13.24,0.17,41.32,6.65,3.62,1.11,0.02,1.56,18.66,43.2,77.17,81.92
19.83,20.34,15.13,10.3,17.13,0.31,9.09,1.14,7.75,29.84,1.54,0.03,5.11,13.09,29.84,49.69,86.79
3.75,3.54,20.34,10.45,41.04,17.51,8.48,16.01,10.53,4.5,0.39,1.48,1.85,13.62,41.04,54.77,86.03
0.94,16.89,11.6,7.67,6.45,10.75,10.23,14.17,1.94,10.43,0.02,1.1,0.67,9.11,16.89,32.48,93.95
1.81,34.2,35.92,43.62,15.88,22.57,8.05,29.91,4.4,1.76,0.08,1.82,0.28,19.81,43.62,78.16,87.45
41.91,35.94,1.29,7.16,17.86,25.44,10.74,2.42,13.04,28.17,5.47,2.73,5.03,18.4,41.91,71.78,77.97
15.83,13.24,23.48,6.1,26.35,14.54,12.01,27.36,5.2,32.84,0.82,1.75,8.65,17.7,32.84,62.6,84.04
6.85,23.38,5.39,13.81,7.88,2.24,7.87,26.18,2.27,6.16,0.16,0.18,0.49,10.2,26.18,40.87,95.45
1.8,32.73,5.12,3.42,12.6,9.19,4.91,29.02,7.74,19.84,0.14,0.45,2.5,12.64,32.73,51.72,87.67
5.13,6.57,9.81,21.23,5.34,11.76,3.19,16.91,20.65,7.35,1.06,0.38,0.39,10.79,21.23,39.49,88.75
6.21,19.47,14.68,4.17,5.51,13.75,12.09,13.25,7.02,21.56,0.44,1.66,1.19,11.77,21.56,41.31,89.86
4.48,6.13,4.6,31.97,35.74,13.95,18.18,55.36,44.0,39.14,1.97,2.54,13.99,25.36,55.36,97.15,73.53
20.13,2.58,8.36,10.92,18.57,34.37,17.32,41.63,23.29,30.55,4.69,5.95,5.67,20.77,41.63,75.07,79.58
12.27,4.9,18.73,2.7,13.04,34.54,16.67,33.85,17.73,1.45,2.18,5.76,0.19,15.59,34.54,60.3,83.14
13.64,47.63,1.43,16.63,3.87,11.38,7.99,37.24,4.52,18.87,0.62,0.91,0.73,16.32,47.63,68.59,82.22
1.11,16.72,16.84,4.0,23.48,2.14,2.73,37.11,9.63,19.53,0.11,0.06,4.59,13.33,37.11,54.73,89.99
39.25,12.86,12.51,10.96,17.81,36.11,10.05,22.49,32.78,50.21,12.87,3.63,8.94,24.5,50.21,88.35,69.59
6.01,1.28,20.37,27.83,4.89,1.97,25.34,10.09,5.48,28.66,0.33,0.5,1.4,13.19,28.66,53.39,90.61
6.51,28.04,21.8,7.74,17.31,2.8,4.7,12.72,18.33,18.18,1.19,0.13,3.15,13.81,28.04,50.21,84.93
14.77,17.1,18.73,20.96,32.37,12.42,2.9,68.43,20.63,29.88,3.05,0.36,9.67,23.82,68.43,92.26,79.03
15.62,7.72,7.42,10.61,23.73,14.33,5.69,6.67,12.2,3.11,1.91,0.82,0.74,10.71,23.73,38.41,88.73
5.3,27.9,24.2,32.26,16.71,15.82,4.25,35.46,29.02,43.66,1.54,0.67,7.3,23.46,43.66,83.59,78.03
22.4,26.66,21.4,18.23,0.4,1.99,19.69,34.79,20.48,36.51,4.59,0.39,0.15,20.25,36.51,73.19,76.87
2.53,6.81,18.65,13.47,22.14,3.97,9.98,24.6,32.96,44.8,0.83,0.4,9.92,17.99,44.8,69.9,81.97
0.28,12.88,5.96,18.83,43.66,6.71,3.2,26.22,10.88,10.2,0.03,0.21,4.45,13.88,43.66,58.55,83.83
15.28,16.88,3.73,10.96,47.78,4.82,28.7,3.99,13.14,11.31,2.01,1.38,5.4,15.66,47.78,64.03,81.81
20.56,20.15,36.28,14.47,13.87,34.62,26.01,28.52,6.79,7.26,1.4,9.0,1.01,20.85,36.28,73.04,79.81
12.69,3.47,8.37,24.15,7.59,3.28,24.31,19.74,5.66,6.53,0.72,0.8,0.5,11.58,24.31,44.16,89.19
22.33,1.61,12.57,15.62,8.43,16.14,20.62,6.9,10.7,17.37,2.39,3.33,1.46,13.23,22.33,46.09,85.55
11.55,6.79,39.73,12.27,28.17,13.0,42.85,11.9,19.8,15.56,2.29,5.57,4.38,20.16,42.85,74.05,82.83
15.53,40.76,42.71,6.8,14.36,14.96,3.28,5.57,9.52,0.55,1.48,0.49,0.08,15.4,42.71,65.85,85.49
37.45,11.57,27.02,20.81,27.36,27.31,24.13,22.56,4.63,40.9,1.73,6.59,11.19,24.38,40.9,83.55,75.21
7.91,11.14,15.3,9.92,16.48,15.67,15.07,36.73,11.71,0.98,0.93,2.36,0.16,14.09,36.73,52.45,86.0
10.21,19.49,11.36,10.16,14.61,3.8,24.39,14.4,9.3,4.34,0.95,0.93,0.63,12.21,24.39,43.04,89.2
13.57,35.21,28.87,34.93,3.3,0.76,28.04,5.9,19.39,4.94,2.63,0.21,0.16,17.49,35.21,68.64,84.82
12.17,0.83,11.38,10.92,18.12,5.64,21.95,18.76,27.33,20.7,3.33,1.24,3.75,14.78,27.33,52.6,84.45
5.31,17.82,17.17,8.84,19.06,6.16,0.78,26.47,4.28,15.49,0.23,0.05,2.95,12.14,26.47,45.6,89.42
16.91,1.27,9.2,1.95,16.73,1.17,24.83,14.96,15.29,26.09,2.59,0.29,4.36,12.84,26.09,49.11,86.61
14.22,22.87,19.42,1.5,37.8,8.7,9.36,36.87,8.35,26.72,1.19,0.81,10.1,18.58,37.8,69.57,82.92
4.75,25.18,37.3,23.95,27.44,0.16,5.93,31.9,20.54,64.08,0.98,0.01,17.58,24.12,64.08,94.64,78.0
3.24,53.05,2.23,15.81,0.48,19.79,17.76,28.25,14.21,5.95,0.46,3.51,0.03,16.08,53.05,69.44,83.41
11.43,18.32,18.05,5.26,24.02,2.05,26.98,19.91,5.08,1.0,0.58,0.55,0.24,13.21,26.98,50.51,87.99
23.88,19.58,5.9,18.97,3.9,33.18,24.19,15.21,6.59,10.81,1.57,8.03,0.42,16.22,33.18,58.66,82.78
21.35,0.92,20.6,7.17,16.02,16.11,2.81,2.33,10.4,11.53,2.22,0.45,1.85,10.92,21.35,41.27,85.63
3.88,19.66,10.42,43.52,36.55,11.39,36.5,17.33,5.63,17.73,0.22,4.16,6.48,20.26,43.52,76.48,85.21
0.74,2.25,5.96,5.29,11.05,28.46,7.62,5.61,2.27,10.41,0.02,2.17,1.15,7.97,28.46,34.7,91.88
2.42,26.8,12.24,30.63,52.77,5.73,17.22,55.48,4.97,31.46,0.12,0.99,16.6,23.97,55.48,94.96,77.66
12.13,14.3,3.84,18.29,6.79,26.91,33.2,21.24,27.7,7.21,3.36,8.93,0.49,17.16,33.2,62.0,80.0
10.04,21.72,69.14,31.17,54.05,16.38,5.86,26.97,11.31,24.84,1.14,0.96,13.43,27.15,69.14,104.98,76.86
